"x";"y";"z";"E";"n"
-15;-14;11;0;0
-16;-15;15;1;1
-16;-15;16;1;1
-16;-15;18;0;0
-16;-15;19;1;1
-16;-15;20;1;6
-16;-15;25;1;3
-16;-15;26;0;0
-16;-15;28;1;8
-17;-15;32;0;0
-17;-15;33;0;0
-17;-16;35;0;0
-17;-16;36;0;0
-16;-14;16;0;0
-16;-14;20;1;5
-17;-14;21;1;7
-17;-14;22;0;0
-17;-14;23;1;1
-17;-14;24;0;0
-17;-14;27;1;1
-17;-14;28;1;9
-17;-14;29;0;0
-17;-14;30;0;0
-17;-14;31;0;0
-17;-15;34;0;0
-17;-15;35;0;0
-17;-13;12;0;0
-17;-13;13;1;2
-17;-13;15;1;1
-17;-13;16;1;3
-17;-13;19;1;2
-17;-13;20;1;1
-17;-13;21;1;2
-17;-13;23;1;4
-17;-13;24;0;0
-17;-13;25;0;0
-17;-13;28;1;4
-17;-13;29;0;0
-18;-13;31;0;0
-18;-14;34;1;6
-18;-14;38;0;0
-17;-12;17;0;0
-17;-12;19;1;2
-18;-12;20;1;1
-18;-12;21;1;1
-18;-12;27;0;0
-18;-12;29;1;2
-18;-13;33;1;1
-18;-13;36;0;0
-19;-13;38;0;0
-18;-11;17;1;1
-18;-11;18;0;0
-18;-11;27;1;9
-19;-12;29;1;3
-19;-12;30;1;4
-19;-12;33;0;0
-19;-12;38;0;0
-18;-10;13;1;3
-18;-10;17;0;0
-19;-10;21;1;2
-19;-10;22;1;13
-19;-10;24;1;3
-19;-10;25;1;1
-19;-11;28;1;7
-19;-11;30;1;4
-19;-11;31;0;0
-19;-11;33;0;0
-19;-11;34;1;1
-20;-11;36;0;0
-19;-9;13;1;2
-19;-9;17;1;4
-19;-9;22;1;26
-19;-9;23;1;28
-19;-10;26;0;0
-20;-10;29;1;1
-20;-10;31;1;11
-20;-10;35;0;0
-20;-10;36;1;2
0;-40;12;0;0
0;-40;12;1;4
0;-40;14;0;0
-1;-39;11;0;0
-1;-39;13;1;7
-1;-39;14;1;6
-1;-39;16;0;0
-1;-38;13;0;0
-1;-38;16;1;1
-1;-38;17;0;0
-1;-38;18;0;0
-2;-37;11;1;1
-2;-37;12;1;1
-2;-37;13;0;0
-2;-37;15;0;0
-2;-37;19;1;1
-2;-36;14;0;0
-2;-36;16;0;0
-2;-37;20;1;33
-2;-37;21;1;16
-3;-35;13;0;0
-3;-34;10;0;0
-3;-34;11;0;0
-3;-34;12;0;0
-3;-35;17;1;10
-3;-35;19;1;14
-3;-35;20;1;12
-3;-35;23;1;11
-4;-33;11;0;0
-4;-33;12;1;1
-4;-33;13;0;0
-4;-34;15;1;2
-4;-34;17;0;0
-4;-34;18;1;9
-4;-34;21;0;0
-4;-34;23;1;14
-4;-34;25;0;0
-4;-33;12;1;7
-4;-33;16;0;0
-4;-33;19;1;1
-4;-33;20;0;0
-4;-33;21;0;0
-4;-33;24;1;3
-4;-34;26;0;0
-5;-32;12;0;0
-5;-32;15;0;0
-5;-32;17;0;0
-5;-32;21;1;3
-5;-32;23;0;0
-5;-33;25;0;0
-5;-33;27;0;0
-5;-31;12;0;0
-5;-31;13;1;1
-5;-31;19;1;1
-5;-31;20;1;1
-5;-31;21;1;1
-5;-31;22;0;0
-5;-31;23;1;1
-5;-32;25;0;0
-5;-32;27;0;0
-5;-32;28;0;0
-5;-32;29;0;0
-6;-30;12;0;0
-6;-30;13;1;1
-6;-30;15;1;1
-6;-30;17;1;3
-6;-30;18;1;4
-6;-30;19;1;6
-6;-30;20;0;0
-6;-30;21;1;2
-6;-31;24;0;0
-6;-31;26;0;0
-6;-31;28;0;0
-6;-31;29;0;0
-6;-29;10;1;2
-6;-29;12;1;4
-6;-29;16;1;1
-6;-29;17;1;2
-6;-29;19;1;6
-6;-30;20;1;3
-6;-30;21;1;1
-6;-30;22;0;0
-6;-30;23;1;5
-6;-30;27;0;0
-6;-30;28;0;0
-6;-30;29;1;1
-7;-28;11;1;20
-7;-28;12;1;13
-7;-28;13;1;3
-7;-28;15;0;0
-7;-28;17;1;2
-7;-29;18;1;13
-7;-29;19;1;3
-7;-29;25;1;1
-7;-29;27;1;3
-7;-27;12;0;0
-7;-27;16;1;1
-7;-28;17;0;0
-7;-28;19;1;13
-7;-28;23;0;0
-7;-28;24;1;1
-7;-28;25;0;0
-7;-28;27;0;0
-7;-28;29;0;0
-8;-26;10;1;10
-8;-27;15;0;0
-8;-27;17;1;1
-8;-27;18;0;0
-8;-27;19;1;3
-8;-27;20;0;0
-8;-27;28;0;0
-8;-28;31;0;0
-8;-28;32;1;7
-8;-26;16;0;0
-8;-26;17;0;0
-8;-26;18;0;0
-8;-26;19;1;1
-8;-26;20;1;1
-8;-26;21;0;0
-8;-26;25;0;0
-8;-26;27;0;0
-8;-27;28;0;0
-9;-27;30;0;0
-9;-27;32;1;5
-9;-24;10;1;23
-9;-25;12;1;1
-9;-25;13;0;0
-9;-25;15;0;0
-9;-25;18;0;0
-9;-25;19;1;1
-9;-25;24;0;0
-9;-26;31;1;1
-9;-26;33;1;5
-9;-26;34;1;3
-9;-24;11;1;1
-9;-24;12;0;0
-9;-24;13;0;0
-9;-24;14;0;0
-9;-24;17;1;35
-9;-24;20;0;0
-9;-24;23;0;0
-10;-25;29;1;1
-10;-25;31;0;0
-9;-23;9;0;0
-10;-23;10;1;2
-10;-23;12;1;4
-10;-23;15;0;0
-10;-23;16;1;9
-10;-23;17;1;26
-10;-23;19;1;1
-10;-24;23;1;1
-10;-24;26;0;0
-10;-24;28;1;2
-10;-24;32;1;11
-10;-24;33;1;45
-10;-24;34;1;36
-10;-22;9;0;0
-10;-22;13;1;1
-10;-22;16;1;2
-10;-22;17;1;10
-10;-22;20;0;0
-10;-23;21;1;4
-10;-23;24;0;0
-11;-23;28;0;0
-11;-23;31;1;2
-11;-23;32;1;9
-11;-23;34;1;20
-11;-23;35;1;13
-11;-21;10;0;0
-11;-21;11;0;0
-11;-21;14;0;0
-11;-21;15;0;0
-11;-21;18;1;4
-11;-21;19;1;6
-11;-22;26;0;0
-11;-22;28;1;3
-11;-22;35;1;3
-11;-20;12;0;0
-11;-20;14;0;0
-11;-20;15;0;0
-11;-21;19;1;1
-11;-21;20;0;0
-11;-21;21;1;3
-12;-21;24;1;5
-12;-21;26;0;0
-12;-21;28;1;5
-12;-21;29;1;13
-12;-21;30;1;8
-12;-21;31;1;5
-12;-22;35;1;1
-12;-22;36;0;0
-11;-19;8;1;7
-11;-19;9;1;2
-12;-19;11;0;0
-12;-19;12;1;1
-12;-19;14;0;0
-12;-19;15;1;2
-12;-20;16;1;3
-12;-20;17;1;3
-12;-20;20;1;2
-12;-20;21;1;2
-12;-20;22;1;6
-12;-20;23;1;13
-12;-20;32;1;1
-12;-21;34;1;2
-13;-21;36;0;0
-12;-18;9;1;7
-12;-18;10;0;0
-12;-18;11;0;0
-12;-18;13;1;3
-12;-19;14;1;1
-12;-19;15;1;1
-12;-19;17;0;0
-12;-19;18;1;1
-12;-19;20;0;0
-13;-19;24;1;1
-13;-19;26;0;0
-13;-19;29;1;6
-13;-20;31;1;2
-13;-20;33;1;4
-13;-20;37;1;2
-13;-17;10;0;0
-13;-17;11;1;4
-13;-18;12;1;3
-13;-18;13;1;4
-13;-18;14;1;2
-13;-18;15;1;15
-13;-18;17;0;0
-13;-18;21;1;5
-13;-18;23;0;0
-13;-18;24;0;0
-13;-18;27;1;4
-13;-18;28;1;11
-13;-18;29;1;15
-13;-19;31;1;2
-13;-19;32;1;1
-14;-19;33;1;8
-14;-19;34;1;1
-14;-19;36;0;0
-14;-19;37;0;0
-13;-17;11;1;1
-13;-17;12;1;2
-13;-17;18;0;0
-14;-17;21;1;2
-14;-17;22;0;0
-14;-17;23;1;4
-14;-17;24;0;0
-14;-17;26;1;4
-14;-18;34;0;0
-14;-16;12;0;0
-14;-16;14;0;0
-14;-16;16;1;19
-14;-16;18;0;0
-14;-16;22;0;0
-14;-16;24;1;1
-14;-16;25;1;2
-14;-17;28;1;2
-14;-17;29;0;0
-15;-17;31;1;2
-15;-17;32;0;0
-15;-17;35;0;0
-15;-17;36;0;0
-14;-15;13;0;0
-14;-15;14;0;0
-15;-15;20;1;10
-15;-15;22;1;3
-15;-15;24;1;1
-15;-16;26;1;1
-15;-16;29;0;0
-15;-16;30;0;0
-15;-16;31;1;2
-15;-16;32;1;1
-15;-16;37;0;0
-15;-16;38;1;1
-15;-14;17;1;2
-15;-14;19;1;1
-15;-14;20;1;8
-15;-15;24;0;0
-15;-15;25;1;5
-15;-15;27;1;1
-15;-15;28;1;3
-16;-15;31;0;0
-16;-15;34;1;1
-16;-15;35;1;2
-16;-15;36;0;0
-16;-15;37;1;1
-15;-13;16;1;2
-16;-13;19;1;1
-16;-13;20;0;0
-16;-14;22;0;0
-16;-14;24;1;4
-16;-14;25;0;0
-16;-14;28;0;0
-16;-14;29;1;2
-16;-14;30;0;0
-16;-14;33;1;2
-16;-14;36;0;0
-17;-14;38;0;0
-16;-12;15;1;2
-16;-12;18;1;4
-16;-12;19;1;1
-16;-13;21;0;0
-16;-13;22;1;1
-16;-13;23;1;7
-16;-13;25;0;0
-16;-13;26;0;0
-17;-13;27;0;0
-17;-13;28;0;0
-17;-13;33;1;13
-17;-13;34;0;0
-17;-13;35;0;0
-17;-12;18;0;0
-17;-12;19;0;0
-17;-12;20;1;1
-17;-12;21;0;0
-17;-12;23;1;2
-17;-12;25;0;0
-17;-12;28;0;0
-17;-12;29;0;0
-17;-12;31;1;4
-17;-12;34;1;1
-17;-12;35;0;0
-17;-10;15;1;1
-17;-11;19;0;0
-17;-11;20;0;0
-18;-11;26;0;0
-18;-11;27;1;1
-18;-11;32;1;3
-18;-11;33;1;3
-18;-11;34;1;5
-18;-11;37;1;1
-18;-10;17;0;0
-18;-10;18;0;0
-18;-10;19;0;0
-18;-10;21;1;3
-18;-10;22;1;9
-18;-10;27;1;3
-18;-10;29;1;1
-18;-10;30;0;0
-18;-10;33;1;1
-18;-9;15;1;2
-18;-9;16;1;5
-18;-9;18;0;0
-18;-9;19;0;0
-18;-9;22;1;20
-19;-9;27;1;1
-19;-9;32;1;14
-19;-9;33;1;31
-19;-9;34;1;9
-19;-9;36;1;7
-19;-9;38;0;0
1;-40;12;1;1
0;-38;12;1;1
0;-38;13;1;5
0;-38;14;1;1
0;-38;15;1;1
0;-39;17;0;0
0;-38;15;1;2
0;-38;16;0;0
0;-38;17;1;1
0;-38;19;0;0
-1;-36;11;0;0
-1;-36;12;0;0
-1;-36;13;0;0
-1;-37;16;0;0
-1;-37;21;1;6
-1;-35;11;1;3
-1;-36;12;1;1
-1;-36;13;0;0
-1;-36;16;0;0
-1;-36;21;0;0
-2;-35;10;0;0
-2;-35;11;0;0
-2;-35;13;0;0
-2;-35;14;0;0
-2;-35;18;1;4
-2;-35;20;1;7
-2;-35;21;1;2
-2;-35;22;0;0
-2;-34;12;0;0
-2;-34;14;0;0
-2;-34;15;1;1
-2;-34;21;0;0
-2;-35;23;1;5
-2;-35;24;1;1
-2;-35;25;0;0
-3;-33;11;0;0
-3;-33;12;1;1
-3;-33;14;1;1
-3;-33;15;1;1
-3;-33;16;0;0
-3;-33;17;1;1
-3;-33;18;1;4
-3;-33;20;1;15
-3;-34;21;1;2
-3;-34;23;1;5
-3;-34;25;1;1
-3;-32;11;1;1
-3;-32;16;0;0
-3;-32;17;0;0
-3;-33;21;1;4
-3;-33;22;1;7
-3;-33;23;1;9
-3;-33;24;1;1
-3;-33;25;0;0
-3;-33;26;1;2
-3;-33;27;1;2
-4;-31;12;1;2
-4;-31;13;1;13
-4;-31;17;0;0
-4;-32;18;1;1
-4;-32;19;1;9
-4;-32;20;1;3
-4;-32;21;1;11
-4;-32;23;1;4
-4;-32;24;1;2
-4;-32;25;0;0
-4;-32;26;0;0
-4;-32;29;0;0
-4;-30;10;0;0
-4;-30;13;1;2
-4;-31;17;0;0
-4;-31;18;1;2
-4;-31;19;1;1
-4;-31;26;0;0
-4;-31;27;0;0
-4;-31;30;0;0
-5;-29;10;0;0
-5;-30;21;1;1
-5;-30;24;0;0
-5;-30;27;0;0
-5;-30;28;1;3
-5;-31;29;0;0
-5;-28;10;1;1
-5;-29;13;1;1
-5;-29;15;1;1
-5;-29;16;1;6
-5;-29;22;0;0
-5;-29;23;0;0
-5;-29;24;1;1
-5;-29;25;1;4
-5;-29;26;0;0
-5;-30;28;0;0
-5;-30;29;1;1
-5;-30;31;0;0
-6;-28;16;1;1
-6;-28;17;1;4
-6;-28;18;1;14
-6;-28;23;0;0
-6;-29;25;0;0
-6;-29;26;0;0
-6;-29;29;1;2
-6;-29;32;0;0
-6;-27;10;1;2
-6;-27;11;1;16
-6;-27;14;0;0
-6;-27;15;1;1
-6;-27;16;0;0
-6;-27;17;0;0
-6;-27;19;1;2
-6;-27;20;1;8
-6;-27;21;1;4
-7;-28;30;0;0
-7;-28;31;0;0
-7;-28;33;1;3
-7;-26;9;0;0
-7;-26;11;0;0
-7;-26;13;0;0
-7;-26;16;0;0
-7;-26;17;0;0
-7;-27;22;0;0
-7;-27;23;0;0
-7;-27;25;0;0
-7;-27;26;0;0
-7;-27;28;0;0
-7;-27;29;0;0
-7;-27;31;1;1
-7;-25;10;1;2
-7;-25;11;0;0
-7;-25;13;1;1
-7;-25;16;0;0
-7;-26;20;1;13
-7;-26;21;1;2
-7;-26;25;1;1
-8;-26;26;0;0
-8;-26;27;0;0
-8;-26;31;1;3
-8;-26;33;0;0
-8;-26;34;0;0
-8;-24;9;1;2
-8;-24;11;1;2
-8;-24;12;1;4
-8;-24;14;0;0
-8;-24;16;1;15
-8;-24;17;1;2
-8;-25;18;1;2
-8;-25;19;1;7
-8;-25;22;1;2
-8;-25;23;0;0
-8;-25;26;0;0
-8;-25;27;0;0
-8;-25;28;0;0
-8;-25;30;0;0
-8;-23;10;1;7
-8;-23;11;0;0
-8;-23;12;0;0
-8;-23;13;0;0
-8;-23;14;1;1
-8;-23;15;1;2
-8;-24;17;1;13
-8;-24;21;0;0
-8;-24;22;1;1
-9;-24;24;1;1
-9;-24;27;0;0
-9;-24;30;0;0
-9;-25;33;1;2
-9;-25;34;1;17
-9;-22;9;1;6
-9;-22;10;1;6
-9;-22;11;1;12
-9;-22;12;1;9
-9;-22;14;0;0
-9;-23;17;1;8
-9;-23;24;1;1
-9;-23;25;0;0
-9;-23;26;1;1
-9;-23;28;0;0
-9;-23;29;0;0
-9;-24;30;0;0
-9;-24;35;0;0
-9;-21;9;0;0
-9;-22;17;1;8
-9;-22;19;0;0
-9;-22;21;0;0
-10;-22;23;0;0
-10;-22;24;0;0
-10;-22;26;0;0
-10;-22;27;1;4
-10;-23;34;1;1
-10;-20;8;1;1
-10;-20;9;1;2
-10;-20;10;1;2
-10;-21;12;0;0
-10;-21;16;0;0
-10;-21;18;0;0
-10;-21;20;1;1
-10;-21;23;0;0
-10;-21;25;1;1
-10;-21;26;0;0
-10;-22;27;0;0
-10;-22;31;1;3
-10;-22;33;0;0
-10;-20;10;0;0
-10;-20;11;1;2
-10;-20;13;0;0
-10;-20;14;1;3
-10;-20;19;0;0
-11;-20;24;0;0
-11;-20;25;0;0
-11;-21;30;1;6
-11;-21;31;1;3
-11;-21;32;0;0
-11;-21;33;1;1
-11;-21;34;1;10
-11;-21;36;0;0
-11;-21;37;0;0
-11;-19;11;0;0
-11;-19;12;0;0
-11;-19;13;0;0
-11;-19;14;1;4
-11;-19;15;1;1
-11;-19;17;1;38
-11;-19;18;1;15
-11;-19;21;1;4
-11;-20;25;1;3
-11;-20;30;1;1
-11;-20;31;1;2
-12;-20;33;1;5
-12;-20;35;1;12
-12;-20;36;1;1
-11;-18;12;0;0
-11;-18;14;0;0
-11;-18;16;0;0
-11;-18;18;0;0
-12;-19;24;0;0
-12;-19;25;1;7
-12;-19;26;1;3
-12;-19;27;1;6
-12;-19;30;1;10
-12;-19;32;0;0
-12;-19;34;1;7
-12;-19;35;1;3
-12;-19;37;1;2
-12;-17;15;1;5
-12;-17;16;0;0
-12;-17;18;0;0
-12;-17;19;0;0
-13;-18;30;1;22
-13;-18;31;1;11
-13;-18;34;1;9
-13;-18;36;1;5
-12;-16;14;1;5
-12;-16;15;1;5
-13;-16;18;1;3
-13;-17;19;0;0
-13;-17;21;0;0
-13;-17;22;1;1
-13;-17;25;1;4
-13;-17;29;1;8
-13;-17;32;1;3
-13;-17;34;1;9
-13;-17;35;1;3
-13;-15;14;0;0
-13;-15;15;1;23
-13;-16;17;0;0
-13;-16;18;0;0
-13;-16;19;0;0
-13;-16;21;1;2
-13;-16;23;1;1
-13;-16;24;1;1
-13;-16;26;1;4
-14;-16;29;1;10
-14;-16;31;0;0
-14;-16;33;0;0
-14;-16;35;1;1
-14;-17;36;0;0
-14;-17;38;0;0
-13;-15;16;0;0
-14;-15;17;0;0
-14;-15;19;1;2
-14;-15;23;1;4
-14;-15;24;1;3
-14;-15;25;1;10
-14;-15;26;1;16
-14;-15;27;1;7
-14;-15;28;0;0
-14;-15;30;0;0
-14;-15;32;1;9
-14;-16;34;1;2
-14;-16;35;0;0
-14;-14;16;0;0
-14;-14;20;1;2
-14;-14;21;0;0
-14;-14;22;1;3
-14;-14;25;1;2
-15;-14;29;0;0
-15;-14;31;0;0
-15;-14;32;1;6
-15;-15;33;1;3
-15;-15;34;0;0
-15;-15;35;1;2
-15;-15;36;0;0
-15;-15;37;1;5
-15;-15;38;1;2
-15;-15;39;0;0
-15;-13;16;1;2
-15;-13;17;1;1
-15;-13;18;0;0
-15;-13;20;0;0
-15;-13;22;0;0
-15;-13;25;0;0
-15;-13;28;0;0
-15;-13;29;0;0
-15;-13;30;1;4
-15;-14;34;1;1
-16;-14;36;1;4
-16;-14;37;1;5
-15;-12;16;1;5
-15;-12;18;1;1
-15;-12;21;0;0
-16;-12;27;0;0
-16;-13;30;1;1
-16;-13;32;1;1
-16;-13;35;1;1
-16;-13;39;1;1
-16;-11;19;1;2
-16;-11;20;1;2
-16;-11;21;1;1
-16;-11;23;1;1
-16;-11;25;0;0
-16;-11;27;0;0
-16;-11;28;1;1
-16;-12;29;0;0
-16;-12;30;1;5
-16;-12;32;1;4
-17;-12;36;0;0
-17;-12;38;0;0
-17;-12;39;0;0
-16;-10;22;0;0
-17;-10;24;1;2
-17;-11;28;0;0
-17;-11;34;1;4
-17;-11;36;1;4
-17;-11;38;0;0
-17;-11;39;1;1
-17;-9;18;0;0
-17;-9;22;0;0
-17;-10;27;0;0
-17;-10;30;1;3
-18;-10;33;1;1
-18;-10;34;1;11
-18;-10;35;1;1
-17;-8;22;1;13
-18;-9;27;1;15
-18;-9;28;1;7
-18;-9;32;1;7
-18;-9;34;1;64
-18;-9;36;0;0
-18;-9;38;1;3
-19;-9;39;1;1
2;-39;13;1;1
2;-40;14;0;0
2;-38;11;0;0
2;-39;12;1;2
2;-39;13;1;5
2;-39;16;0;0
1;-38;13;1;5
1;-38;15;0;0
1;-38;17;1;8
1;-37;14;0;0
1;-37;15;1;2
1;-37;17;1;3
0;-36;11;0;0
0;-36;15;1;1
0;-36;16;0;0
0;-36;20;1;2
0;-35;13;0;0
0;-35;15;1;2
0;-35;16;1;3
0;-36;19;1;2
0;-36;20;0;0
0;-36;21;1;1
0;-36;23;0;0
-1;-34;11;0;0
-1;-34;14;0;0
-1;-34;15;1;3
-1;-34;16;1;2
-1;-35;19;1;3
-1;-35;21;0;0
-1;-35;23;0;0
-1;-35;25;1;5
-1;-33;10;0;0
-1;-33;11;0;0
-1;-33;12;1;2
-1;-33;14;0;0
-1;-34;19;0;0
-1;-34;20;1;1
-1;-34;21;1;3
-1;-34;23;1;3
-2;-32;10;1;1
-2;-33;13;1;1
-2;-33;16;0;0
-2;-33;19;1;21
-2;-33;23;1;1
-2;-33;25;0;0
-2;-33;26;1;1
-2;-33;27;0;0
-2;-32;12;1;9
-2;-32;16;0;0
-2;-32;18;0;0
-2;-32;19;1;15
-2;-32;23;1;16
-2;-33;27;0;0
-2;-33;28;0;0
-2;-33;29;0;0
-3;-30;10;0;0
-3;-31;15;1;3
-3;-31;18;0;0
-3;-31;21;1;7
-3;-31;24;1;1
-3;-32;26;0;0
-3;-32;27;0;0
-3;-32;28;1;7
-3;-32;29;0;0
-3;-32;30;1;1
-3;-30;17;1;2
-3;-30;22;0;0
-3;-31;23;1;2
-3;-31;24;1;3
-3;-31;25;0;0
-3;-31;29;0;0
-4;-31;31;1;1
-4;-29;12;0;0
-4;-29;13;1;3
-4;-29;14;0;0
-4;-29;15;0;0
-4;-29;19;1;1
-4;-30;24;1;3
-4;-30;25;1;2
-4;-30;27;0;0
-4;-30;28;1;1
-4;-30;29;1;1
-4;-28;14;1;1
-4;-28;18;1;16
-4;-28;19;1;9
-4;-29;25;1;1
-4;-29;26;0;0
-5;-29;28;0;0
-5;-29;30;1;1
-5;-29;31;0;0
-5;-27;11;0;0
-5;-27;12;1;2
-5;-27;14;0;0
-5;-27;15;1;11
-5;-27;16;1;16
-5;-27;17;1;45
-5;-28;18;1;25
-5;-28;20;1;1
-5;-28;22;1;1
-5;-28;23;0;0
-5;-28;24;0;0
-5;-28;25;1;2
-5;-28;26;1;2
-5;-28;28;0;0
-5;-28;31;0;0
-5;-26;9;1;7
-5;-26;11;1;10
-5;-26;13;1;3
-5;-26;15;1;8
-5;-27;16;1;6
-5;-27;17;1;11
-5;-27;18;1;8
-6;-27;25;0;0
-6;-27;26;0;0
-6;-27;28;0;0
-6;-28;31;0;0
-6;-28;33;0;0
-6;-25;9;1;5
-6;-25;10;0;0
-6;-25;11;1;1
-6;-25;13;1;4
-6;-26;14;0;0
-6;-26;15;1;2
-6;-26;16;1;8
-6;-26;17;1;11
-6;-26;21;0;0
-6;-26;22;0;0
-6;-27;29;0;0
-6;-27;30;0;0
-6;-27;32;1;4
-6;-27;33;1;1
-6;-24;11;1;1
-6;-25;12;0;0
-6;-25;17;1;32
-6;-25;18;1;10
-6;-25;19;1;11
-6;-25;20;1;6
-6;-25;21;1;8
-7;-25;22;1;1
-7;-25;24;1;5
-7;-25;25;1;5
-7;-25;26;1;2
-7;-26;28;0;0
-7;-26;30;0;0
-7;-26;31;1;1
-7;-26;34;1;2
-7;-26;35;0;0
-7;-24;13;1;8
-7;-24;14;1;7
-7;-24;15;1;24
-7;-24;17;1;7
-7;-24;19;0;0
-7;-24;21;0;0
-7;-24;23;1;3
-7;-24;25;1;1
-7;-25;26;0;0
-7;-25;27;1;1
-7;-25;28;0;0
-7;-25;30;0;0
-7;-25;33;1;1
-7;-25;34;0;0
-7;-23;9;1;4
-7;-23;12;1;2
-7;-23;16;1;1
-7;-23;18;1;3
-7;-23;19;0;0
-8;-23;21;0;0
-8;-24;27;0;0
-8;-24;28;1;1
-8;-24;30;0;0
-8;-24;32;1;1
-8;-24;34;1;4
-8;-24;35;0;0
-8;-22;10;1;9
-8;-22;11;1;3
-8;-22;12;0;0
-8;-22;13;1;1
-8;-22;15;1;4
-8;-22;18;0;0
-8;-22;19;0;0
-8;-22;20;0;0
-8;-23;23;1;1
-8;-23;24;0;0
-8;-23;28;0;0
-8;-23;32;1;1
-8;-21;8;1;1
-8;-21;9;1;4
-8;-21;12;0;0
-8;-21;17;0;0
-8;-21;18;0;0
-9;-22;20;0;0
-9;-22;23;1;1
-9;-22;24;0;0
-9;-22;28;0;0
-9;-22;29;0;0
-9;-22;32;1;1
-9;-22;34;0;0
-9;-23;37;1;4
-9;-20;11;0;0
-9;-20;13;1;1
-9;-20;14;0;0
-9;-20;15;0;0
-9;-20;17;0;0
-9;-21;21;0;0
-9;-21;22;0;0
-9;-21;25;0;0
-9;-21;30;1;3
-10;-22;35;0;0
-10;-22;36;0;0
-10;-22;37;1;4
-9;-19;11;1;1
-9;-19;12;0;0
-9;-19;13;0;0
-9;-19;14;0;0
-10;-20;19;0;0
-10;-20;20;0;0
-10;-20;25;1;1
-10;-20;26;0;0
-10;-20;27;1;2
-10;-20;28;1;5
-10;-20;29;1;2
-10;-20;32;0;0
-10;-21;33;1;1
-10;-21;34;0;0
-10;-21;37;1;14
-10;-18;13;0;0
-10;-18;14;1;3
-10;-19;17;1;12
-10;-19;19;1;13
-10;-19;20;1;2
-10;-19;21;0;0
-10;-19;22;0;0
-10;-19;24;0;0
-10;-19;26;0;0
-10;-19;30;0;0
-11;-19;31;0;0
-11;-20;34;1;6
-11;-20;35;1;7
-11;-20;37;0;0
-10;-18;14;1;3
-10;-18;15;1;7
-11;-18;18;0;0
-11;-18;21;1;1
-11;-18;23;1;2
-11;-18;27;1;1
-11;-18;28;0;0
-11;-18;29;1;1
-11;-19;31;1;6
-11;-19;32;1;2
-11;-19;37;1;5
-11;-17;14;1;26
-11;-17;15;1;1
-11;-17;16;1;1
-11;-17;17;0;0
-11;-17;20;0;0
-11;-17;23;0;0
-11;-17;24;1;4
-11;-17;25;0;0
-11;-17;26;0;0
-12;-17;28;1;1
-12;-18;30;1;4
-12;-18;33;1;4
-12;-18;35;1;33
-12;-18;36;1;32
-12;-16;15;1;3
-12;-16;16;1;4
-12;-16;22;1;2
-12;-16;24;1;1
-12;-16;25;0;0
-12;-17;28;1;1
-12;-17;29;0;0
-12;-17;30;1;10
-12;-17;34;1;19
-12;-17;35;1;11
-13;-17;39;1;15
-12;-15;17;1;3
-12;-15;18;1;10
-12;-15;19;1;3
-12;-15;21;1;1
-12;-15;23;1;2
-13;-16;26;0;0
-13;-16;28;1;3
-13;-16;29;1;2
-13;-16;30;1;7
-13;-16;32;1;4
-13;-16;37;1;2
-13;-16;39;1;27
-13;-14;16;1;1
-13;-14;18;1;3
-13;-14;19;0;0
-13;-14;23;1;11
-13;-15;27;1;12
-13;-15;29;1;10
-13;-15;30;1;13
-14;-15;36;0;0
-14;-15;37;1;8
-14;-15;39;0;0
-14;-14;26;1;21
-14;-14;29;1;1
-14;-14;31;1;3
-14;-14;32;1;15
-14;-14;33;1;23
-14;-14;35;1;4
-14;-12;18;1;2
-14;-13;21;0;0
-14;-13;22;1;4
-14;-13;26;1;2
-14;-13;29;0;0
-14;-13;30;1;5
-15;-13;33;1;23
-15;-13;35;1;2
-15;-13;38;0;0
-14;-11;18;1;1
-14;-12;20;1;1
-14;-12;22;1;4
-15;-12;24;0;0
-15;-12;27;1;1
-15;-12;29;1;1
-15;-12;32;1;1
-15;-12;35;0;0
-15;-12;39;0;0
-15;-11;18;0;0
-15;-11;23;1;2
-15;-11;24;0;0
-15;-11;25;1;1
-15;-11;28;0;0
-16;-11;32;1;3
-16;-11;33;1;3
-16;-11;36;1;2
-16;-11;39;0;0
-15;-10;18;0;0
-15;-10;19;1;2
-15;-10;21;1;11
-16;-10;24;1;1
-16;-10;26;1;1
-16;-10;27;1;1
-16;-10;30;1;1
-16;-10;37;0;0
-17;-10;39;0;0
-17;-11;40;0;0
-16;-9;19;1;8
-16;-9;20;1;11
-16;-9;23;1;3
-16;-9;26;0;0
-16;-9;28;1;9
-16;-9;29;1;4
-17;-9;32;1;7
-17;-9;37;1;2
-17;-9;38;1;6
-16;-8;20;1;4
-17;-8;24;1;3
-17;-8;25;1;11
-17;-8;26;1;18
-17;-8;27;1;6
-17;-8;28;1;2
-17;-8;30;1;24
-17;-8;32;1;12
-17;-8;34;1;39
-18;-8;37;1;4
-18;-9;38;1;2
-18;-9;40;0;0
2;-37;16;1;1
2;-38;18;1;9
2;-38;20;1;1
2;-37;18;1;25
2;-37;19;1;14
1;-35;11;0;0
1;-36;14;0;0
1;-36;15;1;15
1;-36;16;1;13
1;-36;17;1;16
1;-36;18;1;35
1;-36;19;1;5
1;-36;22;1;5
1;-36;23;0;0
1;-34;10;0;0
1;-35;11;0;0
1;-35;12;0;0
1;-35;17;1;6
1;-35;18;1;9
1;-35;19;0;0
1;-35;20;0;0
