"x";"y";"z";"E";"n"
-7;-9;31;0;0
-7;-9;32;0;0
-7;-9;34;0;0
-7;-10;36;1;1
-7;-10;37;0;0
-8;-10;38;0;0
-8;-8;26;1;2
-8;-8;29;0;0
-8;-8;32;0;0
-8;-8;33;0;0
-8;-9;35;0;0
-8;-9;36;0;0
-8;-9;37;0;0
-8;-7;30;1;5
-8;-7;31;1;2
-8;-7;33;0;0
-9;-8;38;0;0
-9;-6;28;1;2
-9;-6;31;1;1
-9;-6;33;0;0
-9;-6;34;0;0
-9;-5;27;0;0
-10;-5;31;0;0
-10;-5;35;0;0
-10;-6;36;1;7
-10;-6;37;1;4
-10;-4;26;1;1
-10;-4;27;1;2
-10;-4;31;1;6
-10;-4;33;1;8
-10;-4;34;1;3
2;-21;15;0;0
2;-22;19;0;0
2;-22;20;0;0
2;-22;21;0;0
2;-22;22;0;0
2;-22;25;1;3
2;-22;26;1;5
2;-23;33;1;35
2;-23;36;0;0
2;-23;37;0;0
2;-20;16;0;0
2;-21;19;0;0
2;-21;22;0;0
2;-21;23;0;0
2;-21;26;1;1
2;-21;27;0;0
2;-21;30;0;0
2;-22;31;0;0
2;-22;32;1;4
2;-22;34;1;15
2;-22;36;0;0
2;-22;37;0;0
2;-22;38;0;0
1;-20;18;0;0
1;-20;19;0;0
1;-20;24;0;0
1;-20;25;1;4
1;-20;26;0;0
1;-20;27;1;2
1;-20;29;0;0
1;-21;31;0;0
1;-19;19;0;0
1;-19;22;0;0
1;-19;23;0;0
1;-19;24;0;0
1;-19;25;0;0
1;-20;28;1;1
1;-20;32;0;0
1;-20;33;0;0
1;-20;37;0;0
0;-18;22;0;0
0;-18;24;0;0
0;-18;25;0;0
0;-18;26;1;1
0;-19;30;0;0
0;-19;31;0;0
0;-19;32;0;0
0;-19;33;0;0
0;-19;34;1;1
0;-19;34;1;2
0;-19;35;1;4
0;-19;36;1;9
0;-19;37;0;0
0;-19;39;0;0
0;-18;27;1;6
0;-18;28;1;7
-1;-18;36;0;0
-1;-19;42;0;0
-1;-16;22;0;0
-1;-16;23;0;0
-1;-17;26;0;0
-1;-17;28;1;2
-1;-17;29;0;0
-1;-17;33;1;6
-1;-17;34;1;1
-1;-17;35;0;0
-1;-17;37;0;0
-1;-18;40;0;0
-1;-18;41;0;0
-1;-16;23;0;0
-1;-16;24;1;3
-2;-16;26;0;0
-2;-16;29;0;0
-2;-16;30;0;0
-2;-16;33;0;0
-2;-17;38;0;0
-2;-17;40;0;0
-2;-17;41;0;0
-2;-15;23;0;0
-2;-15;24;0;0
-2;-15;25;1;1
-2;-15;27;0;0
-2;-15;30;1;2
-2;-15;33;0;0
-2;-16;35;0;0
-2;-16;36;1;5
-2;-16;37;0;0
-2;-16;38;0;0
-3;-14;25;1;6
-3;-14;26;0;0
-3;-14;27;0;0
-3;-14;28;1;1
-3;-14;30;0;0
-3;-14;31;1;1
-3;-14;32;1;2
-3;-15;37;0;0
-3;-15;38;0;0
-3;-15;40;0;0
-3;-15;41;0;0
-3;-15;43;0;0
-3;-13;24;1;7
-3;-13;26;0;0
-3;-13;27;1;1
-3;-13;29;1;10
-3;-13;31;1;7
-3;-14;32;1;2
-3;-14;36;0;0
-4;-14;39;0;0
-4;-14;40;0;0
-4;-14;43;0;0
-4;-12;25;0;0
-4;-13;31;1;1
-4;-13;33;0;0
-4;-13;36;0;0
-4;-13;38;0;0
-4;-13;42;0;0
-4;-11;25;1;1
-4;-11;26;1;6
-4;-11;28;1;1
-4;-12;30;0;0
-4;-12;31;0;0
-5;-12;33;0;0
-5;-12;37;0;0
-5;-12;40;0;0
-5;-11;31;0;0
-5;-11;32;0;0
-5;-11;35;1;1
-5;-11;39;0;0
-5;-9;26;0;0
-6;-10;27;0;0
-6;-10;29;0;0
-6;-10;30;0;0
-6;-10;31;0;0
-6;-10;38;0;0
-6;-9;31;0;0
-6;-9;33;0;0
-7;-9;37;0;0
-7;-8;26;1;3
-7;-8;27;1;3
-7;-8;30;1;3
-7;-8;35;1;1
-7;-8;36;0;0
-7;-7;26;1;6
-7;-7;28;1;4
-7;-7;30;0;0
-8;-7;32;0;0
-8;-7;33;1;1
-8;-7;34;1;1
-8;-6;26;1;1
-8;-6;27;1;2
-8;-6;29;1;5
-8;-6;30;1;2
-8;-6;33;0;0
-8;-6;34;0;0
-8;-6;35;0;0
-8;-5;26;1;1
-8;-5;27;0;0
-9;-5;30;1;7
-9;-5;31;0;0
-9;-5;35;0;0
-9;-4;28;1;3
-9;-4;29;1;3
-9;-4;32;0;0
-9;-4;33;0;0
3;-20;18;0;0
3;-20;19;0;0
3;-20;21;1;1
3;-20;22;0;0
3;-20;23;0;0
3;-21;24;0;0
3;-21;25;1;1
3;-21;28;1;3
3;-21;30;0;0
3;-21;31;1;5
3;-21;32;1;6
3;-21;35;0;0
3;-21;36;0;0
3;-21;37;0;0
3;-22;38;0;0
3;-22;39;1;1
2;-19;18;0;0
2;-19;19;1;2
2;-19;20;1;4
2;-19;21;0;0
2;-20;22;0;0
2;-20;23;0;0
2;-20;24;1;1
2;-20;25;1;2
2;-20;28;0;0
2;-20;30;0;0
2;-20;32;0;0
2;-21;37;0;0
2;-21;38;0;0
2;-21;40;0;0
2;-18;20;0;0
2;-18;21;0;0
2;-19;23;0;0
2;-19;25;0;0
2;-19;27;1;1
2;-19;28;0;0
2;-19;34;0;0
2;-20;35;0;0
2;-20;36;1;1
2;-20;40;1;1
1;-18;24;0;0
1;-18;25;0;0
1;-18;27;0;0
1;-18;28;0;0
1;-18;29;0;0
1;-18;31;0;0
1;-19;35;0;0
1;-19;36;0;0
1;-19;37;1;1
1;-19;38;0;0
1;-19;39;0;0
1;-19;40;0;0
1;-17;25;1;6
1;-17;26;1;3
1;-17;28;1;1
0;-17;29;0;0
0;-18;36;0;0
0;-18;38;0;0
0;-18;39;0;0
0;-18;40;0;0
0;-18;41;0;0
0;-16;22;0;0
0;-16;23;0;0
0;-16;24;0;0
0;-16;29;0;0
0;-17;30;1;2
0;-17;32;1;4
0;-17;34;0;0
0;-17;35;1;3
0;-17;36;0;0
0;-17;37;0;0
0;-17;40;0;0
0;-17;41;0;0
-1;-15;23;1;1
-1;-15;25;1;1
-1;-16;29;1;3
-1;-16;30;0;0
-1;-16;31;0;0
-1;-16;34;1;2
-1;-16;42;0;0
-1;-15;27;0;0
-1;-15;28;1;2
-1;-15;30;0;0
-1;-15;34;1;1
-1;-15;36;0;0
-1;-15;37;0;0
-1;-15;38;0;0
-1;-15;39;0;0
-1;-15;40;0;0
-1;-15;41;0;0
-1;-16;42;0;0
-2;-13;24;1;1
-2;-14;25;1;10
-2;-14;26;0;0
-2;-14;28;1;1
-2;-14;32;0;0
-2;-14;35;0;0
-2;-14;37;0;0
-2;-14;38;0;0
-2;-15;41;0;0
-2;-15;42;0;0
-2;-15;43;0;0
-2;-13;25;1;1
-2;-13;26;1;1
-2;-13;30;0;0
-2;-13;33;0;0
-2;-13;35;0;0
-2;-13;37;0;0
-3;-13;38;0;0
-3;-14;39;0;0
-3;-14;40;0;0
-3;-14;41;0;0
-3;-14;42;0;0
-3;-12;28;1;30
-3;-12;29;1;18
-3;-12;31;1;5
-3;-12;33;0;0
-3;-12;34;0;0
-3;-12;36;0;0
-3;-13;40;0;0
-3;-13;41;0;0
-3;-11;27;0;0
-3;-11;28;0;0
-3;-11;29;0;0
-4;-11;31;0;0
-4;-11;32;1;1
-4;-11;33;1;1
-4;-10;26;0;0
-4;-10;28;0;0
-4;-10;29;0;0
-4;-10;32;0;0
-4;-10;34;0;0
-4;-11;36;0;0
-5;-9;27;0;0
-5;-9;28;0;0
-5;-9;30;0;0
-5;-9;31;0;0
-5;-10;35;0;0
-5;-10;36;0;0
-5;-8;26;1;9
-5;-8;27;0;0
-5;-8;33;0;0
-5;-9;34;0;0
-6;-9;35;0;0
-6;-7;27;0;0
-6;-7;29;0;0
-6;-7;31;0;0
-6;-7;32;0;0
-6;-8;33;1;1
-6;-8;34;0;0
-6;-6;28;0;0
-7;-6;30;1;1
-7;-7;33;0;0
-7;-5;27;0;0
-7;-5;32;0;0
-8;-4;31;0;0
-8;-3;27;1;13
-8;-3;28;1;17
-8;-3;29;1;7
3;-18;20;1;9
3;-18;26;1;2
3;-19;29;0;0
3;-19;30;0;0
3;-19;32;0;0
3;-19;34;0;0
3;-19;35;0;0
2;-17;22;0;0
2;-17;24;0;0
2;-17;25;0;0
2;-18;27;1;1
2;-18;34;0;0
2;-18;35;0;0
2;-18;37;0;0
2;-18;38;0;0
2;-19;41;0;0
1;-16;22;0;0
1;-16;23;0;0
1;-17;25;1;1
1;-17;26;1;6
1;-17;28;1;7
1;-17;31;0;0
1;-17;32;1;1
1;-17;36;0;0
1;-17;37;0;0
1;-17;38;0;0
1;-18;39;0;0
1;-18;40;0;0
1;-18;41;0;0
1;-18;42;0;0
1;-16;26;1;2
1;-16;27;1;1
1;-16;28;1;10
1;-16;30;0;0
1;-16;31;0;0
1;-16;32;1;1
1;-16;33;0;0
1;-16;35;0;0
1;-17;39;0;0
1;-17;41;0;0
0;-15;23;0;0
0;-15;27;1;1
0;-15;28;1;3
0;-15;29;0;0
0;-15;32;1;1
0;-16;36;0;0
0;-16;39;0;0
0;-16;41;0;0
0;-16;43;0;0
0;-14;24;0;0
0;-14;25;1;4
0;-14;29;0;0
0;-14;31;0;0
0;-14;32;0;0
0;-15;34;0;0
0;-15;37;0;0
0;-15;38;0;0
0;-15;39;0;0
0;-15;42;0;0
0;-15;43;0;0
-1;-13;27;1;1
-1;-13;28;0;0
-1;-14;32;0;0
-1;-14;36;0;0
-1;-14;38;0;0
-1;-14;40;0;0
-1;-12;27;0;0
-1;-12;28;1;2
-1;-13;31;0;0
-2;-13;38;0;0
-2;-13;39;0;0
-2;-11;25;1;6
-2;-11;27;1;1
-2;-12;29;1;7
-2;-12;31;0;0
-2;-12;32;0;0
-2;-12;34;0;0
-2;-12;36;0;0
-2;-10;26;0;0
-2;-10;27;0;0
-3;-11;28;1;6
-3;-11;29;0;0
-3;-11;30;0;0
-3;-11;31;0;0
-3;-11;37;0;0
-3;-9;26;0;0
-3;-10;27;1;5
-3;-10;31;0;0
-3;-10;33;0;0
-4;-9;26;1;6
-4;-9;28;0;0
-4;-9;29;0;0
-4;-9;30;0;0
-4;-9;31;0;0
-4;-9;33;0;0
-4;-9;34;0;0
-4;-8;27;0;0
-4;-8;28;1;3
-4;-8;31;0;0
-4;-8;32;0;0
-5;-7;29;0;0
-6;-6;28;0;0
-6;-5;27;0;0
-6;-5;29;1;1
-7;-4;27;0;0
-7;-3;27;1;1
2;-16;23;1;4
2;-16;24;1;2
2;-16;25;1;18
2;-16;27;1;5
2;-16;28;0;0
2;-16;30;0;0
2;-17;32;0;0
2;-17;33;0;0
2;-17;34;0;0
2;-17;37;0;0
2;-17;38;0;0
2;-17;39;0;0
2;-17;40;0;0
2;-15;23;0;0
2;-15;27;1;1
2;-16;30;0;0
2;-16;32;0;0
2;-16;34;0;0
2;-16;36;0;0
2;-16;37;0;0
2;-16;39;0;0
2;-16;40;0;0
1;-14;26;1;3
1;-15;28;1;2
1;-15;36;0;0
1;-13;25;1;1
1;-14;29;0;0
1;-14;31;0;0
1;-14;34;0;0
1;-14;35;0;0
1;-14;36;0;0
1;-14;38;0;0
1;-15;41;0;0
1;-15;42;0;0
0;-13;27;1;1
0;-13;30;0;0
0;-13;31;0;0
0;-13;32;0;0
0;-13;35;0;0
0;-13;36;0;0
0;-13;37;0;0
0;-13;38;0;0
0;-14;39;0;0
0;-14;40;0;0
0;-14;41;0;0
0;-12;25;1;1
0;-12;31;0;0
0;-12;33;0;0
0;-12;35;0;0
-1;-13;38;0;0
-1;-11;33;1;1
-1;-11;35;1;1
-1;-12;36;0;0
-1;-10;26;0;0
-2;-10;27;0;0
-2;-10;29;0;0
-2;-10;34;0;0
-2;-11;35;0;0
-2;-9;28;1;1
-2;-9;29;0;0
-2;-9;30;0;0
-2;-9;32;0;0
-3;-8;31;0;0
-3;-7;27;1;1
-3;-7;29;0;0
-4;-6;27;0;0
-4;-6;28;0;0
2;-14;27;0;0
2;-14;28;0;0
2;-14;30;0;0
2;-14;33;0;0
2;-15;35;0;0
2;-15;41;0;0
2;-15;42;0;0
2;-13;27;0;0
2;-13;28;0;0
2;-13;30;0;0
2;-13;32;0;0
2;-14;37;0;0
2;-14;39;0;0
1;-13;32;0;0
1;-13;34;0;0
1;-13;37;0;0
1;-11;26;1;1
1;-11;29;0;0
1;-12;30;0;0
1;-12;32;0;0
1;-12;33;0;0
1;-12;34;0;0
1;-12;35;0;0
0;-12;37;0;0
0;-10;26;1;2
0;-10;27;1;1
0;-11;32;0;0
-1;-10;27;0;0
-1;-10;30;0;0
-1;-10;32;0;0
-2;-8;28;0;0
-2;-8;29;0;0
3;-12;25;0;0
3;-13;27;0;0
3;-13;32;0;0
3;-13;34;0;0
3;-13;35;0;0
3;-13;37;0;0
3;-13;38;0;0
2;-12;27;0;0
2;-12;28;0;0
2;-12;29;0;0
2;-12;33;1;1
2;-12;34;0;0
2;-12;35;0;0
2;-12;37;0;0
2;-11;26;0;0
2;-11;30;0;0
2;-11;32;0;0
2;-11;33;0;0
2;-11;35;1;1
1;-10;27;0;0
1;-10;30;0;0
1;-10;33;0;0
0;-9;27;1;2
0;-9;31;0;0
0;-8;27;0;0
3;-10;27;0;0
3;-11;30;0;0
3;-11;34;0;0
1;-9;28;0;0
